user_id,signup_date,user_segment,device_type,location,age_group
4915,2024-01-09,new,desktop,Germany,36-45
4916,2024-01-25,VIP,mobile,United States,46-55
4917,2024-02-19,new,desktop,United States,26-35
4918,2024-02-22,new,desktop,United Kingdom,56+
4919,2024-02-18,returning,desktop,Australia,26-35
4920,2024-02-25,new,mobile,United States,46-55
4921,2024-01-09,VIP,tablet,United States,18-25
4922,2024-02-11,returning,mobile,Australia,18-25
4923,2024-02-13,returning,mobile,United States,26-35
4924,2024-01-10,VIP,tablet,United States,18-25
4925,2024-01-05,new,mobile,Australia,18-25
4926,2024-02-03,new,mobile,Germany,18-25
4927,2024-02-06,returning,mobile,United States,36-45
4928,2024-01-01,new,mobile,Australia,46-55
4929,2024-02-09,returning,desktop,Canada,26-35
4930,2024-02-11,VIP,mobile,United States,56+
4931,2024-01-11,returning,desktop,United Kingdom,36-45
4932,2024-01-29,new,desktop,Canada,18-25
4933,2024-01-23,VIP,mobile,Canada,26-35
4934,2024-02-16,returning,mobile,Australia,56+
4935,2024-01-14,returning,mobile,United States,36-45
4936,2024-02-10,new,desktop,United Kingdom,26-35
4937,2024-02-17,VIP,desktop,Canada,26-35
4938,2024-01-10,returning,desktop,United States,36-45
4939,2024-02-28,returning,mobile,United Kingdom,26-35
4940,2024-01-27,returning,mobile,United Kingdom,18-25
4941,2024-02-09,new,mobile,Germany,26-35
4942,2024-02-13,returning,mobile,Germany,36-45
4943,2024-01-29,returning,mobile,Canada,18-25
4944,2024-02-25,new,tablet,United States,36-45
4945,2024-01-14,returning,mobile,Canada,36-45
4946,2024-01-06,VIP,tablet,United States,26-35
4947,2024-02-27,returning,mobile,United States,26-35
4948,2024-01-07,returning,tablet,Canada,46-55
4949,2024-01-09,returning,mobile,United Kingdom,36-45
4950,2024-02-18,returning,tablet,Canada,36-45
4951,2024-01-08,new,mobile,Australia,26-35
4952,2024-02-07,new,tablet,United States,18-25
4953,2024-02-16,returning,mobile,United States,26-35
4954,2024-01-25,returning,mobile,United Kingdom,36-45
4955,2024-01-23,returning,mobile,Canada,18-25
4956,2024-01-28,returning,mobile,United States,18-25
4957,2024-01-21,new,desktop,United States,26-35
4958,2024-02-20,returning,tablet,United States,26-35
4959,2024-01-09,new,desktop,Germany,56+
4960,2024-01-16,returning,desktop,Germany,18-25
4961,2024-01-18,returning,mobile,United States,26-35
4962,2024-02-11,new,desktop,United States,36-45
4963,2024-01-06,new,mobile,United States,36-45
4964,2024-01-16,returning,desktop,United States,26-35
4965,2024-02-05,returning,mobile,United States,36-45
4966,2024-02-08,new,desktop,United States,18-25
4967,2024-02-08,VIP,mobile,Canada,46-55
4968,2024-02-16,returning,mobile,United States,18-25
4969,2024-02-08,VIP,mobile,Canada,18-25
4970,2024-01-19,returning,mobile,United States,26-35
4971,2024-02-19,returning,mobile,Germany,36-45
4972,2024-03-01,VIP,mobile,Australia,18-25
4973,2024-02-14,returning,desktop,United States,18-25
4974,2024-01-02,returning,mobile,United States,18-25
4975,2024-02-24,new,desktop,United States,26-35
4976,2024-02-24,returning,mobile,United States,18-25
4977,2024-02-12,new,mobile,United States,26-35
4978,2024-02-26,new,desktop,Canada,18-25
4979,2024-01-20,new,mobile,Canada,26-35
4980,2024-01-14,new,mobile,United States,26-35
4981,2024-02-03,VIP,desktop,United Kingdom,36-45
4982,2024-02-08,new,mobile,United States,18-25
4983,2024-02-02,returning,desktop,United States,26-35
4984,2024-01-13,returning,mobile,United Kingdom,36-45
4985,2024-02-17,returning,mobile,United States,56+
4986,2024-01-26,new,desktop,United Kingdom,26-35
4987,2024-01-19,returning,desktop,Australia,26-35
4988,2024-02-11,returning,mobile,Germany,36-45
4989,2024-01-04,returning,desktop,United States,26-35
4990,2024-02-20,returning,tablet,Canada,18-25
4991,2024-02-27,VIP,mobile,United States,26-35
4992,2024-02-20,returning,mobile,Australia,56+
4993,2024-01-16,new,tablet,Australia,36-45
4994,2024-02-01,returning,mobile,United States,26-35
4995,2024-01-25,new,mobile,Australia,46-55
4996,2024-01-08,VIP,mobile,United States,26-35
4997,2024-01-16,new,desktop,United States,26-35
4998,2024-02-01,new,tablet,United States,36-45
4999,2024-02-10,returning,desktop,United States,26-35
5000,2024-02-08,returning,tablet,Germany,26-35
5001,2024-01-05,new,mobile,United States,26-35
5002,2024-02-03,returning,mobile,Germany,26-35
5003,2024-02-26,VIP,desktop,Australia,36-45
5004,2024-01-01,new,tablet,Germany,18-25
5005,2024-01-24,VIP,mobile,United States,36-45
5006,2024-02-29,new,mobile,United Kingdom,18-25
5007,2024-01-21,returning,mobile,Canada,26-35
5008,2024-01-09,returning,mobile,United Kingdom,26-35
5009,2024-01-25,new,mobile,United States,56+
5010,2024-02-25,returning,mobile,Canada,26-35
5011,2024-02-23,new,tablet,United Kingdom,36-45
5012,2024-02-06,returning,mobile,United Kingdom,26-35
5013,2024-01-27,returning,desktop,Australia,56+
5014,2024-01-24,returning,mobile,United States,18-25
5015,2024-02-04,new,mobile,United States,36-45
5016,2024-02-13,new,desktop,Canada,36-45
5017,2024-01-12,new,desktop,United States,36-45
5018,2024-02-18,new,mobile,United States,46-55
5019,2024-01-31,returning,desktop,United States,36-45
5020,2024-02-19,VIP,desktop,Germany,36-45
5021,2024-01-05,returning,mobile,Australia,18-25
5022,2024-01-02,returning,mobile,United States,26-35
5023,2024-02-07,VIP,desktop,United States,26-35
5024,2024-01-05,returning,mobile,United States,46-55
5025,2024-01-01,VIP,mobile,Canada,26-35
5026,2024-01-17,returning,mobile,United Kingdom,36-45
5027,2024-01-14,new,mobile,United States,26-35
5028,2024-01-03,new,tablet,Canada,36-45
5029,2024-02-29,returning,mobile,United States,18-25
5030,2024-01-04,new,mobile,Australia,26-35
5031,2024-03-01,new,mobile,Germany,26-35
5032,2024-02-20,returning,desktop,Australia,26-35
5033,2024-01-26,returning,desktop,United States,36-45
5034,2024-02-02,returning,tablet,Canada,18-25
5035,2024-01-19,new,desktop,United States,36-45
5036,2024-02-10,new,desktop,Canada,26-35
5037,2024-02-15,returning,mobile,United States,36-45
5038,2024-02-02,VIP,mobile,United Kingdom,26-35
5039,2024-02-19,returning,desktop,Canada,18-25
5040,2024-01-27,VIP,desktop,Canada,26-35
5041,2024-01-28,returning,tablet,Germany,36-45
5042,2024-02-14,returning,desktop,Canada,36-45
5043,2024-01-26,new,mobile,United States,26-35
5044,2024-01-06,returning,mobile,Canada,46-55
5045,2024-02-10,returning,mobile,Australia,26-35
5046,2024-02-04,returning,mobile,Canada,26-35
5047,2024-02-04,returning,mobile,Canada,18-25
5048,2024-02-09,returning,mobile,Australia,18-25
5049,2024-01-10,new,mobile,Canada,26-35
5050,2024-01-18,returning,desktop,Australia,18-25
5051,2024-01-06,new,mobile,United States,26-35
5052,2024-01-20,returning,desktop,Canada,46-55
5053,2024-01-06,new,mobile,United States,26-35
5054,2024-02-02,new,mobile,Canada,26-35
5055,2024-02-28,returning,tablet,United States,26-35
5056,2024-01-14,returning,mobile,United States,18-25
5057,2024-02-21,returning,tablet,United States,18-25
5058,2024-01-10,new,mobile,United States,26-35
5059,2024-02-04,returning,mobile,United States,26-35
5060,2024-01-21,new,mobile,Germany,18-25
5061,2024-01-26,VIP,mobile,United States,26-35
5062,2024-02-07,VIP,mobile,United States,26-35
5063,2024-02-10,returning,desktop,United States,36-45
5064,2024-02-18,new,mobile,United States,26-35
5065,2024-02-23,returning,desktop,Germany,26-35
5066,2024-02-11,new,mobile,Germany,36-45
5067,2024-02-13,returning,mobile,Germany,26-35
5068,2024-02-11,new,tablet,United States,46-55
5069,2024-01-05,VIP,desktop,United States,18-25
5070,2024-01-20,new,mobile,United States,36-45
5071,2024-02-14,returning,mobile,Canada,18-25
5072,2024-01-28,returning,mobile,Germany,26-35
5073,2024-02-16,returning,tablet,Australia,26-35
5074,2024-02-24,new,mobile,United States,18-25
5075,2024-01-16,VIP,desktop,United States,36-45
5076,2024-01-04,returning,mobile,United States,26-35
5077,2024-01-16,returning,tablet,United Kingdom,26-35
5078,2024-01-06,new,mobile,United States,26-35
5079,2024-02-29,returning,mobile,Canada,26-35
5080,2024-01-28,returning,desktop,Australia,36-45
5081,2024-01-08,new,tablet,United Kingdom,18-25
5082,2024-01-30,new,tablet,United States,36-45
5083,2024-02-09,returning,desktop,United States,26-35
5084,2024-02-08,new,desktop,United Kingdom,26-35
5085,2024-01-04,new,desktop,Canada,18-25
5086,2024-01-20,returning,desktop,United Kingdom,26-35
5087,2024-02-12,returning,desktop,United States,26-35
5088,2024-02-17,new,mobile,Germany,18-25
5089,2024-02-12,returning,desktop,United Kingdom,56+
5090,2024-02-17,new,mobile,Germany,46-55
5091,2024-01-12,new,desktop,United States,26-35
5092,2024-01-08,new,desktop,United States,18-25
5093,2024-01-01,returning,mobile,United States,46-55
5094,2024-02-15,new,mobile,Australia,36-45
5095,2024-01-09,new,mobile,United States,18-25
5096,2024-02-14,returning,mobile,United States,26-35
5097,2024-01-01,returning,mobile,United States,36-45
5098,2024-01-11,new,tablet,United Kingdom,18-25
5099,2024-02-01,returning,desktop,Germany,18-25
5100,2024-03-01,new,desktop,Germany,26-35
5101,2024-01-23,returning,mobile,Canada,18-25
5102,2024-02-03,returning,tablet,Australia,18-25
5103,2024-02-03,returning,desktop,United States,18-25
5104,2024-02-20,new,mobile,Germany,46-55
5105,2024-02-22,new,desktop,United States,36-45
5106,2024-02-16,new,tablet,Canada,26-35
5107,2024-01-17,new,mobile,United States,26-35
5108,2024-01-11,new,desktop,United States,36-45
5109,2024-01-24,returning,tablet,United States,26-35
5110,2024-01-09,VIP,mobile,United States,18-25
5111,2024-02-17,VIP,desktop,Canada,36-45
5112,2024-02-19,VIP,mobile,United States,18-25
5113,2024-02-25,returning,mobile,United States,26-35
5114,2024-01-18,returning,desktop,Germany,46-55
5115,2024-02-16,new,mobile,Australia,18-25
5116,2024-02-26,returning,desktop,Australia,36-45
5117,2024-01-08,returning,mobile,United Kingdom,18-25
5118,2024-02-19,returning,mobile,United Kingdom,56+
5119,2024-02-27,returning,mobile,Germany,36-45
5120,2024-01-02,new,mobile,United Kingdom,56+
5121,2024-01-22,new,mobile,United States,36-45
5122,2024-02-21,VIP,desktop,United States,18-25
5123,2024-01-28,new,tablet,United States,46-55
5124,2024-01-18,returning,desktop,Germany,36-45
5125,2024-02-03,VIP,mobile,United Kingdom,26-35
5126,2024-01-05,returning,desktop,Canada,26-35
5127,2024-01-17,returning,tablet,United States,26-35
5128,2024-02-15,new,mobile,United States,26-35
5129,2024-02-06,new,mobile,United Kingdom,26-35
5130,2024-02-10,VIP,mobile,Canada,46-55
5131,2024-01-05,returning,mobile,United States,18-25
5132,2024-02-01,returning,tablet,United States,26-35
5133,2024-01-30,new,desktop,Canada,36-45
5134,2024-02-02,new,desktop,Australia,18-25
5135,2024-01-24,VIP,mobile,Australia,26-35
5136,2024-01-04,new,mobile,United States,18-25
5137,2024-02-01,returning,mobile,Canada,26-35
5138,2024-02-24,new,tablet,United States,26-35
5139,2024-02-06,returning,mobile,Canada,56+
5140,2024-01-11,VIP,desktop,Canada,36-45
5141,2024-01-24,returning,mobile,United States,26-35
5142,2024-01-11,new,desktop,United Kingdom,46-55
5143,2024-01-17,returning,desktop,Canada,18-25
5144,2024-02-19,returning,desktop,Australia,26-35
5145,2024-01-07,returning,mobile,United States,26-35
5146,2024-02-27,VIP,mobile,United States,18-25
5147,2024-02-06,returning,mobile,United Kingdom,46-55
5148,2024-02-13,VIP,tablet,United Kingdom,36-45
5149,2024-02-16,returning,mobile,Canada,46-55
5150,2024-01-08,new,mobile,Australia,56+
5151,2024-01-15,new,mobile,United States,26-35
5152,2024-02-17,new,mobile,United States,36-45
5153,2024-02-02,VIP,desktop,Australia,26-35
5154,2024-01-01,returning,tablet,Canada,56+
5155,2024-01-03,returning,mobile,United States,18-25
5156,2024-02-24,new,tablet,United Kingdom,18-25
5157,2024-02-25,new,desktop,Canada,18-25
5158,2024-01-01,returning,mobile,United States,18-25
5159,2024-01-16,returning,tablet,United States,26-35
5160,2024-01-03,new,desktop,United States,18-25
5161,2024-01-31,returning,mobile,United States,18-25
5162,2024-01-24,new,desktop,Australia,18-25
5163,2024-01-25,new,mobile,United States,26-35
5164,2024-02-28,returning,mobile,United States,26-35
5165,2024-01-10,new,desktop,Canada,26-35
5166,2024-01-12,VIP,desktop,United Kingdom,18-25
5167,2024-02-29,new,desktop,United Kingdom,26-35
5168,2024-02-24,new,mobile,United States,18-25
5169,2024-01-03,new,tablet,Germany,18-25
5170,2024-02-05,returning,mobile,Canada,26-35
5171,2024-02-21,returning,mobile,United States,46-55
5172,2024-02-28,returning,mobile,Germany,36-45
5173,2024-02-15,new,mobile,United States,56+
5174,2024-02-17,new,mobile,Germany,26-35
5175,2024-02-11,returning,desktop,Canada,26-35
5176,2024-01-27,returning,desktop,Australia,56+
5177,2024-01-15,VIP,tablet,United States,26-35
5178,2024-01-21,new,desktop,Australia,18-25
5179,2024-01-16,returning,mobile,United Kingdom,36-45
5180,2024-01-27,VIP,desktop,Canada,18-25
5181,2024-02-28,new,desktop,United States,36-45
5182,2024-02-16,returning,mobile,Australia,18-25
5183,2024-01-21,new,desktop,United States,18-25
5184,2024-01-18,VIP,mobile,Canada,26-35
5185,2024-02-22,returning,mobile,United Kingdom,18-25
5186,2024-01-05,VIP,mobile,United States,46-55
5187,2024-02-06,returning,desktop,United States,36-45
5188,2024-01-24,new,desktop,United Kingdom,26-35
5189,2024-01-08,VIP,mobile,United States,26-35
5190,2024-02-02,new,desktop,Germany,36-45
5191,2024-02-13,new,tablet,Canada,36-45
5192,2024-02-27,returning,tablet,Canada,26-35
5193,2024-01-04,returning,mobile,United States,46-55
5194,2024-01-12,VIP,mobile,United Kingdom,46-55
5195,2024-01-15,new,desktop,Germany,18-25
5196,2024-02-21,returning,mobile,Canada,46-55
5197,2024-02-03,returning,mobile,United States,36-45
5198,2024-01-03,new,mobile,United States,46-55
5199,2024-01-26,new,desktop,United Kingdom,26-35
5200,2024-01-05,new,desktop,Canada,36-45
5201,2024-02-26,new,mobile,United States,18-25
5202,2024-01-30,VIP,mobile,United Kingdom,36-45
5203,2024-02-25,returning,desktop,Germany,26-35
5204,2024-01-19,returning,mobile,United States,26-35
5205,2024-02-19,VIP,mobile,United Kingdom,36-45
5206,2024-02-24,new,mobile,Germany,26-35
5207,2024-01-20,returning,mobile,Australia,36-45
5208,2024-01-21,returning,mobile,United States,46-55
5209,2024-01-06,VIP,desktop,United States,36-45
5210,2024-02-05,new,desktop,Australia,26-35
5211,2024-01-30,VIP,mobile,United States,56+
5212,2024-01-01,new,mobile,Canada,36-45
5213,2024-01-24,new,mobile,Canada,26-35
5214,2024-01-13,returning,desktop,Canada,18-25
5215,2024-01-19,new,mobile,United States,56+
5216,2024-02-06,returning,mobile,Australia,26-35
5217,2024-02-20,returning,desktop,United States,18-25
5218,2024-01-20,returning,desktop,Canada,26-35
5219,2024-02-17,new,mobile,Canada,26-35
5220,2024-02-09,new,mobile,United States,56+
5221,2024-01-16,new,tablet,United States,26-35
5222,2024-01-30,returning,tablet,Australia,26-35
5223,2024-01-24,new,mobile,Canada,36-45
5224,2024-02-07,new,desktop,Canada,26-35
5225,2024-02-01,new,desktop,United Kingdom,18-25
5226,2024-02-19,new,tablet,United States,36-45
5227,2024-02-19,returning,mobile,United Kingdom,46-55
5228,2024-01-13,VIP,desktop,United States,18-25
5229,2024-02-16,new,desktop,United Kingdom,46-55
5230,2024-02-27,returning,mobile,United States,26-35
5231,2024-02-04,returning,desktop,Germany,26-35
5232,2024-02-18,returning,mobile,United Kingdom,18-25
5233,2024-02-20,returning,mobile,United States,18-25
5234,2024-01-16,returning,mobile,United States,26-35
5235,2024-01-10,returning,tablet,United States,18-25
5236,2024-01-01,new,mobile,Australia,18-25
5237,2024-02-29,returning,desktop,United States,36-45
5238,2024-01-27,returning,desktop,Canada,36-45
5239,2024-01-02,new,mobile,United States,36-45
5240,2024-01-15,new,mobile,Australia,18-25
5241,2024-02-04,VIP,desktop,Canada,18-25
5242,2024-01-23,returning,tablet,United States,26-35
5243,2024-02-10,returning,mobile,United Kingdom,26-35
5244,2024-02-23,VIP,mobile,Australia,36-45
5245,2024-02-14,returning,mobile,Canada,26-35
5246,2024-02-26,returning,mobile,Canada,46-55
5247,2024-01-01,returning,mobile,United States,18-25
5248,2024-03-01,VIP,mobile,United States,26-35
5249,2024-01-22,returning,mobile,United States,26-35
5250,2024-01-01,returning,mobile,Canada,18-25
5251,2024-02-18,new,desktop,United Kingdom,26-35
5252,2024-02-12,VIP,tablet,Germany,18-25
5253,2024-01-25,returning,mobile,United Kingdom,36-45
5254,2024-02-24,new,desktop,United States,18-25
5255,2024-02-17,VIP,mobile,United Kingdom,46-55
5256,2024-02-16,returning,tablet,Canada,18-25
5257,2024-01-20,new,desktop,Canada,26-35
5258,2024-01-07,returning,desktop,Canada,18-25
5259,2024-01-14,returning,mobile,United States,18-25
5260,2024-02-03,VIP,desktop,United States,36-45
5261,2024-01-16,new,mobile,Canada,36-45
5262,2024-01-27,returning,mobile,United States,36-45
5263,2024-02-01,returning,mobile,Canada,26-35
5264,2024-01-04,new,desktop,United States,56+
5265,2024-01-10,VIP,desktop,Australia,26-35
5266,2024-02-15,returning,mobile,Australia,18-25
5267,2024-01-18,new,desktop,Australia,56+
5268,2024-01-06,returning,mobile,Germany,56+
5269,2024-01-03,VIP,mobile,Australia,26-35
5270,2024-02-28,new,desktop,United Kingdom,18-25
5271,2024-01-15,new,mobile,Australia,18-25
5272,2024-02-27,new,mobile,Canada,26-35
5273,2024-02-24,new,mobile,Germany,36-45
5274,2024-02-03,returning,desktop,United States,18-25
5275,2024-01-27,returning,mobile,United Kingdom,36-45
5276,2024-02-14,new,tablet,Australia,18-25
5277,2024-02-27,new,mobile,Canada,36-45
5278,2024-01-24,new,desktop,United States,26-35
5279,2024-01-30,VIP,mobile,Canada,56+
5280,2024-02-17,new,mobile,United Kingdom,36-45
5281,2024-01-06,VIP,desktop,United Kingdom,26-35
5282,2024-02-07,returning,mobile,Canada,18-25
5283,2024-01-07,new,mobile,United States,26-35
5284,2024-02-02,VIP,mobile,Australia,18-25
5285,2024-01-09,returning,mobile,United Kingdom,46-55
5286,2024-02-10,returning,mobile,United States,18-25
5287,2024-02-22,VIP,desktop,Germany,46-55
5288,2024-01-26,new,desktop,United States,26-35
5289,2024-01-05,new,mobile,United States,18-25
5290,2024-02-07,returning,mobile,Germany,26-35
5291,2024-02-06,new,mobile,Germany,36-45
5292,2024-01-04,new,mobile,United States,26-35
5293,2024-01-28,new,desktop,United States,18-25
5294,2024-02-12,new,desktop,United States,18-25
5295,2024-01-09,returning,mobile,Australia,26-35
5296,2024-01-16,new,mobile,Germany,26-35
5297,2024-01-19,returning,desktop,Canada,46-55
5298,2024-01-17,returning,mobile,United States,26-35
5299,2024-02-24,returning,mobile,United States,18-25
5300,2024-01-21,new,desktop,Germany,18-25
5301,2024-02-29,returning,desktop,United States,18-25
5302,2024-02-21,new,mobile,Canada,36-45
5303,2024-01-26,returning,desktop,United Kingdom,36-45
5304,2024-02-14,VIP,mobile,United States,36-45
5305,2024-02-23,returning,desktop,United States,36-45
5306,2024-02-17,returning,mobile,United States,26-35
5307,2024-01-21,returning,desktop,United Kingdom,56+
5308,2024-01-21,new,desktop,Germany,18-25
5309,2024-01-29,VIP,mobile,Canada,36-45
5310,2024-01-18,VIP,desktop,United States,18-25
5311,2024-01-15,new,desktop,United States,26-35
5312,2024-01-05,returning,mobile,United States,26-35
5313,2024-03-01,VIP,desktop,United States,18-25
5314,2024-01-13,VIP,tablet,Canada,26-35
5315,2024-01-09,returning,desktop,Australia,26-35
5316,2024-02-19,returning,mobile,Germany,36-45
5317,2024-02-19,new,mobile,United Kingdom,36-45
5318,2024-02-07,VIP,mobile,United Kingdom,18-25
5319,2024-01-07,new,mobile,Germany,18-25
5320,2024-01-10,returning,mobile,United Kingdom,36-45
5321,2024-01-07,new,mobile,Canada,26-35
5322,2024-01-11,new,mobile,United States,26-35
5323,2024-01-29,returning,mobile,United States,56+
5324,2024-01-30,VIP,mobile,Canada,26-35
5325,2024-01-21,new,desktop,Australia,18-25
5326,2024-01-27,returning,desktop,Canada,36-45
5327,2024-01-08,new,mobile,United States,36-45
5328,2024-02-04,new,mobile,Canada,26-35
5329,2024-01-23,returning,mobile,Canada,36-45
5330,2024-02-19,returning,mobile,Australia,26-35
5331,2024-01-14,new,mobile,United States,26-35
5332,2024-01-29,new,desktop,United Kingdom,18-25
5333,2024-01-20,new,mobile,United Kingdom,18-25
5334,2024-01-30,new,tablet,Australia,26-35
5335,2024-01-17,VIP,mobile,Canada,26-35
5336,2024-02-24,VIP,mobile,Germany,36-45
5337,2024-01-08,new,desktop,United States,18-25
5338,2024-01-06,returning,desktop,United States,18-25
5339,2024-01-11,VIP,desktop,United States,18-25
5340,2024-02-21,new,tablet,Canada,36-45
5341,2024-02-13,returning,mobile,United States,26-35
5342,2024-01-20,VIP,desktop,United States,36-45
5343,2024-02-22,new,mobile,Canada,18-25
5344,2024-02-15,new,desktop,Canada,26-35
5345,2024-02-14,VIP,mobile,Canada,36-45
5346,2024-02-08,returning,mobile,United States,36-45
5347,2024-01-03,new,desktop,Australia,26-35
5348,2024-01-14,new,mobile,Canada,18-25
5349,2024-02-23,returning,mobile,United States,46-55
5350,2024-02-24,returning,mobile,United Kingdom,26-35
5351,2024-01-21,returning,desktop,United States,46-55
5352,2024-01-10,VIP,desktop,Canada,26-35
5353,2024-01-06,new,desktop,United States,18-25
5354,2024-02-15,returning,desktop,Germany,26-35
5355,2024-01-16,returning,mobile,Australia,26-35
5356,2024-01-23,returning,mobile,United States,36-45
5357,2024-01-26,new,mobile,United States,36-45
5358,2024-02-02,VIP,desktop,United States,18-25
5359,2024-01-04,VIP,mobile,Canada,18-25
5360,2024-02-13,returning,mobile,United States,18-25
5361,2024-01-20,returning,mobile,Germany,46-55
5362,2024-01-17,new,desktop,United States,18-25
5363,2024-02-22,returning,mobile,Canada,26-35
5364,2024-01-12,returning,desktop,Canada,26-35
5365,2024-01-02,returning,desktop,Australia,26-35
5366,2024-03-01,VIP,desktop,United States,46-55
5367,2024-01-26,returning,tablet,United Kingdom,18-25
5368,2024-02-24,new,mobile,United Kingdom,18-25
5369,2024-01-29,returning,desktop,Canada,26-35
5370,2024-02-05,new,desktop,United States,26-35
5371,2024-02-17,new,desktop,United States,26-35
5372,2024-02-05,new,desktop,United Kingdom,26-35
5373,2024-01-16,returning,mobile,Germany,46-55
5374,2024-01-07,returning,desktop,United States,36-45
5375,2024-01-30,returning,mobile,United States,36-45
5376,2024-01-07,returning,tablet,United States,36-45
5377,2024-02-21,returning,desktop,Canada,18-25
5378,2024-02-20,new,desktop,United Kingdom,18-25
5379,2024-01-09,returning,desktop,United Kingdom,36-45
5380,2024-01-08,new,mobile,United States,26-35
5381,2024-01-01,new,mobile,United States,36-45
5382,2024-01-04,returning,desktop,United Kingdom,36-45
5383,2024-02-23,new,mobile,United States,46-55
5384,2024-02-19,new,mobile,United States,36-45
5385,2024-01-15,returning,desktop,Canada,26-35
5386,2024-01-09,returning,mobile,United States,18-25
5387,2024-01-13,returning,desktop,Germany,26-35
5388,2024-02-22,VIP,mobile,United States,36-45
5389,2024-01-26,returning,desktop,United States,26-35
5390,2024-01-24,VIP,desktop,United States,18-25
5391,2024-02-13,new,mobile,United Kingdom,56+
5392,2024-02-10,returning,mobile,Canada,26-35
5393,2024-03-01,VIP,mobile,United Kingdom,18-25
5394,2024-02-11,returning,tablet,Canada,18-25
5395,2024-01-06,returning,mobile,United States,46-55
5396,2024-02-07,new,mobile,United States,36-45
5397,2024-02-07,new,desktop,Australia,36-45
5398,2024-01-17,returning,mobile,United States,26-35
5399,2024-02-28,new,tablet,Canada,56+
5400,2024-02-22,VIP,desktop,Australia,18-25
5401,2024-01-05,new,mobile,United States,26-35
5402,2024-01-02,VIP,desktop,United Kingdom,18-25
5403,2024-01-05,VIP,mobile,United States,26-35
5404,2024-01-13,new,desktop,United States,26-35
5405,2024-02-27,new,desktop,United States,46-55
5406,2024-02-11,VIP,mobile,Germany,26-35
5407,2024-01-29,VIP,mobile,United States,36-45
5408,2024-02-21,returning,tablet,United States,36-45
5409,2024-01-09,new,mobile,United States,18-25
5410,2024-01-06,returning,desktop,United States,56+
5411,2024-02-27,returning,mobile,Germany,36-45
5412,2024-02-24,new,mobile,United States,26-35
5413,2024-02-23,returning,desktop,Australia,18-25
5414,2024-02-21,new,mobile,Germany,36-45
5415,2024-01-22,new,desktop,Germany,18-25
5416,2024-01-08,new,mobile,United States,18-25
5417,2024-01-03,new,mobile,United States,18-25
5418,2024-03-01,new,tablet,Canada,26-35
5419,2024-01-30,returning,desktop,United States,36-45
5420,2024-01-04,new,tablet,Canada,36-45
5421,2024-01-11,new,tablet,United States,18-25
5422,2024-02-29,new,tablet,Australia,36-45
5423,2024-02-06,VIP,desktop,United States,26-35
5424,2024-01-28,returning,mobile,United States,18-25
5425,2024-02-22,returning,tablet,United Kingdom,18-25
5426,2024-02-16,returning,mobile,United States,36-45
5427,2024-01-26,VIP,mobile,United States,36-45
5428,2024-02-01,new,mobile,United States,18-25
5429,2024-01-02,returning,mobile,United States,18-25
5430,2024-01-25,returning,desktop,United States,26-35
5431,2024-02-13,returning,mobile,United States,36-45
5432,2024-01-28,new,mobile,Canada,46-55
5433,2024-01-12,returning,mobile,United States,26-35
5434,2024-01-23,new,mobile,Canada,18-25
5435,2024-01-14,returning,desktop,Canada,26-35
5436,2024-02-28,returning,mobile,United States,56+
5437,2024-01-12,new,mobile,United States,46-55
5438,2024-01-18,returning,mobile,Germany,56+
5439,2024-01-18,new,mobile,Canada,36-45
5440,2024-01-29,returning,desktop,United States,26-35
5441,2024-02-26,returning,mobile,Australia,46-55
5442,2024-01-10,new,mobile,United Kingdom,46-55
5443,2024-01-03,new,mobile,United States,18-25
5444,2024-02-09,VIP,mobile,Australia,36-45
5445,2024-02-09,new,tablet,United States,46-55
5446,2024-02-09,new,mobile,Australia,46-55
5447,2024-01-16,new,desktop,United States,36-45
5448,2024-02-11,returning,desktop,United States,26-35
5449,2024-01-19,returning,mobile,United Kingdom,36-45
5450,2024-02-01,new,tablet,United States,26-35
5451,2024-01-27,new,desktop,United States,26-35
5452,2024-02-26,new,desktop,United Kingdom,26-35
5453,2024-02-05,new,mobile,United States,26-35
5454,2024-01-31,returning,desktop,Australia,26-35
5455,2024-01-04,returning,mobile,United States,26-35
5456,2024-01-06,new,mobile,Germany,26-35
5457,2024-01-18,new,desktop,United States,26-35
5458,2024-01-25,new,desktop,Canada,36-45
5459,2024-01-09,VIP,mobile,United States,36-45
5460,2024-01-27,VIP,desktop,United Kingdom,26-35
5461,2024-01-13,returning,desktop,United States,36-45
5462,2024-02-11,new,mobile,United States,18-25
5463,2024-02-26,new,mobile,United States,18-25
5464,2024-02-21,new,mobile,United States,18-25
5465,2024-02-03,new,desktop,United States,36-45
5466,2024-01-16,returning,desktop,United Kingdom,26-35
5467,2024-02-10,returning,mobile,United States,26-35
5468,2024-02-21,VIP,desktop,United States,36-45
5469,2024-02-04,returning,desktop,Australia,18-25
5470,2024-02-20,new,desktop,Canada,18-25
5471,2024-01-02,returning,mobile,Australia,26-35
5472,2024-01-25,new,mobile,Australia,18-25
5473,2024-02-20,new,desktop,United States,26-35
5474,2024-02-15,returning,mobile,Australia,56+
5475,2024-01-23,new,mobile,United States,26-35
5476,2024-01-31,returning,desktop,Australia,26-35
5477,2024-02-04,new,mobile,Canada,36-45
5478,2024-02-20,returning,desktop,Canada,26-35
5479,2024-02-01,returning,mobile,United Kingdom,56+
5480,2024-01-23,new,mobile,Germany,56+
