assignment_id,user_id,experiment_id,variant,assignment_date
22310,6390,4,control,2024-02-21
22311,6390,5,treatment,2024-02-21
22312,6390,1,control,2024-02-21
22313,6391,5,control,2024-01-26
22314,6391,1,treatment,2024-01-26
22315,6391,3,treatment,2024-01-26
22316,6391,2,control,2024-01-26
22317,6392,5,control,2024-01-02
22318,6392,1,treatment,2024-01-02
22319,6392,3,treatment,2024-01-02
22320,6392,2,control,2024-01-02
22321,6393,4,treatment,2024-01-15
22322,6393,3,control,2024-01-15
22323,6393,5,control,2024-01-15
22324,6393,2,control,2024-01-15
22325,6394,2,treatment,2024-01-15
22326,6394,4,treatment,2024-01-15
22327,6394,1,treatment,2024-01-15
22328,6394,3,treatment,2024-01-15
22329,6395,3,treatment,2024-02-16
22330,6395,1,treatment,2024-02-16
22331,6395,2,treatment,2024-02-16
22332,6396,2,control,2024-01-09
22333,6396,4,control,2024-01-09
22334,6396,3,control,2024-01-09
22335,6396,1,treatment,2024-01-09
22336,6397,5,treatment,2024-01-14
22337,6397,1,control,2024-01-14
22338,6397,2,treatment,2024-01-14
22339,6398,4,control,2024-02-16
22340,6398,3,treatment,2024-02-16
22341,6398,2,treatment,2024-02-16
22342,6399,2,control,2024-01-02
22343,6399,1,control,2024-01-02
22344,6399,5,control,2024-01-02
22345,6399,4,treatment,2024-01-02
22346,6400,5,treatment,2024-02-07
22347,6400,4,treatment,2024-02-07
22348,6400,3,treatment,2024-02-07
22349,6401,1,treatment,2024-02-02
22350,6401,4,control,2024-02-02
22351,6401,3,control,2024-02-02
22352,6401,5,control,2024-02-02
22353,6402,3,control,2024-01-11
22354,6402,4,treatment,2024-01-11
22355,6402,1,treatment,2024-01-11
22356,6402,5,treatment,2024-01-11
22357,6403,2,treatment,2024-01-08
22358,6403,3,treatment,2024-01-08
22359,6403,1,control,2024-01-08
22360,6403,4,control,2024-01-08
22361,6404,3,treatment,2024-01-24
22362,6404,5,treatment,2024-01-24
22363,6404,2,treatment,2024-01-24
22364,6405,4,treatment,2024-02-15
22365,6405,1,control,2024-02-15
22366,6405,5,control,2024-02-15
22367,6405,2,control,2024-02-15
22368,6406,4,control,2024-02-11
22369,6406,2,treatment,2024-02-11
22370,6406,3,control,2024-02-11
22371,6406,1,treatment,2024-02-11
22372,6407,5,control,2024-02-20
22373,6407,1,control,2024-02-20
22374,6407,4,treatment,2024-02-20
22375,6408,5,treatment,2024-01-03
22376,6408,3,treatment,2024-01-03
22377,6408,4,control,2024-01-03
22378,6408,1,control,2024-01-03
22379,6409,5,treatment,2024-01-25
22380,6409,1,control,2024-01-25
22381,6409,3,control,2024-01-25
22382,6409,2,control,2024-01-25
22383,6410,5,control,2024-02-26
22384,6410,3,treatment,2024-02-26
22385,6410,1,treatment,2024-02-26
22386,6411,5,control,2024-02-10
22387,6411,3,control,2024-02-10
22388,6411,2,treatment,2024-02-10
22389,6411,1,control,2024-02-10
22390,6412,2,control,2024-01-17
22391,6412,1,control,2024-01-17
22392,6412,3,treatment,2024-01-17
22393,6412,5,treatment,2024-01-17
22394,6413,4,treatment,2024-02-19
22395,6413,5,control,2024-02-19
22396,6413,1,control,2024-02-19
22397,6414,5,treatment,2024-02-04
22398,6414,3,treatment,2024-02-04
22399,6414,2,treatment,2024-02-04
22400,6415,4,treatment,2024-02-09
22401,6415,1,control,2024-02-09
22402,6415,2,control,2024-02-09
22403,6415,5,control,2024-02-09
22404,6416,5,treatment,2024-01-04
22405,6416,3,control,2024-01-04
22406,6416,2,control,2024-01-04
22407,6416,1,treatment,2024-01-04
22408,6417,3,control,2024-02-08
22409,6417,1,treatment,2024-02-08
22410,6417,4,control,2024-02-08
22411,6417,5,control,2024-02-08
22412,6418,1,treatment,2024-01-04
22413,6418,4,treatment,2024-01-04
22414,6418,2,control,2024-01-04
22415,6418,3,control,2024-01-04
22416,6419,2,control,2024-02-12
22417,6419,5,treatment,2024-02-12
22418,6419,1,treatment,2024-02-12
22419,6420,4,control,2024-01-07
22420,6420,3,control,2024-01-07
22421,6420,1,treatment,2024-01-07
22422,6421,5,control,2024-02-11
22423,6421,4,treatment,2024-02-11
22424,6421,1,control,2024-02-11
22425,6421,2,control,2024-02-11
22426,6422,2,control,2024-02-23
22427,6422,3,treatment,2024-02-23
22428,6422,4,control,2024-02-23
22429,6423,2,control,2024-01-02
22430,6423,4,treatment,2024-01-02
22431,6423,1,treatment,2024-01-02
22432,6423,5,control,2024-01-02
22433,6424,5,treatment,2024-01-04
22434,6424,4,treatment,2024-01-04
22435,6424,3,treatment,2024-01-04
22436,6424,1,treatment,2024-01-04
22437,6425,1,control,2024-02-14
22438,6425,4,treatment,2024-02-14
22439,6425,3,treatment,2024-02-14
22440,6425,5,treatment,2024-02-14
22441,6426,4,control,2024-01-08
22442,6426,3,treatment,2024-01-08
22443,6426,2,treatment,2024-01-08
22444,6426,5,treatment,2024-01-08
22445,6427,5,control,2024-01-27
22446,6427,4,control,2024-01-27
22447,6427,3,control,2024-01-27
22448,6427,1,treatment,2024-01-27
22449,6428,1,control,2024-01-29
22450,6428,5,control,2024-01-29
22451,6428,3,control,2024-01-29
22452,6428,2,treatment,2024-01-29
22453,6429,5,treatment,2024-01-25
22454,6429,2,control,2024-01-25
22455,6429,4,treatment,2024-01-25
22456,6430,4,treatment,2024-01-08
22457,6430,5,treatment,2024-01-08
22458,6430,2,treatment,2024-01-08
22459,6431,5,control,2024-02-05
22460,6431,3,treatment,2024-02-05
22461,6431,1,control,2024-02-05
22462,6432,1,control,2024-01-17
22463,6432,5,treatment,2024-01-17
22464,6432,2,treatment,2024-01-17
22465,6432,3,treatment,2024-01-17
22466,6433,1,control,2024-01-31
22467,6433,3,control,2024-01-31
22468,6433,5,control,2024-01-31
22469,6434,3,control,2024-02-14
22470,6434,4,control,2024-02-14
22471,6434,1,control,2024-02-14
22472,6435,3,control,2024-01-10
22473,6435,1,control,2024-01-10
22474,6435,4,treatment,2024-01-10
22475,6436,4,treatment,2024-01-14
22476,6436,5,control,2024-01-14
22477,6436,2,control,2024-01-14
22478,6437,3,control,2024-02-14
22479,6437,2,control,2024-02-14
22480,6437,4,treatment,2024-02-14
22481,6437,1,treatment,2024-02-14
22482,6438,1,treatment,2024-02-13
22483,6438,2,treatment,2024-02-13
22484,6438,4,control,2024-02-13
22485,6438,3,treatment,2024-02-13
22486,6439,4,control,2024-02-10
22487,6439,5,control,2024-02-10
22488,6439,1,control,2024-02-10
22489,6440,1,treatment,2024-01-01
22490,6440,4,control,2024-01-01
22491,6440,2,control,2024-01-01
22492,6440,5,treatment,2024-01-01
22493,6441,2,treatment,2024-01-20
22494,6441,1,treatment,2024-01-20
22495,6441,3,treatment,2024-01-20
22496,6441,5,treatment,2024-01-20
22497,6442,5,treatment,2024-01-27
22498,6442,1,treatment,2024-01-27
22499,6442,2,treatment,2024-01-27
22500,6443,4,control,2024-02-12
22501,6443,5,treatment,2024-02-12
22502,6443,1,control,2024-02-12
22503,6443,3,treatment,2024-02-12
22504,6444,1,treatment,2024-01-07
22505,6444,2,control,2024-01-07
22506,6444,3,treatment,2024-01-07
22507,6444,4,control,2024-01-07
22508,6445,2,control,2024-02-12
22509,6445,1,treatment,2024-02-12
22510,6445,5,control,2024-02-12
22511,6445,4,treatment,2024-02-12
22512,6446,3,treatment,2024-02-03
22513,6446,5,treatment,2024-02-03
22514,6446,2,control,2024-02-03
22515,6447,4,treatment,2024-01-18
22516,6447,2,treatment,2024-01-18
22517,6447,5,treatment,2024-01-18
22518,6447,3,control,2024-01-18
22519,6448,3,treatment,2024-02-09
22520,6448,4,treatment,2024-02-09
22521,6448,2,treatment,2024-02-09
22522,6449,1,treatment,2024-02-08
22523,6449,2,treatment,2024-02-08
22524,6449,4,control,2024-02-08
22525,6450,4,treatment,2024-02-14
22526,6450,1,treatment,2024-02-14
22527,6450,2,control,2024-02-14
22528,6451,1,treatment,2024-01-09
22529,6451,2,treatment,2024-01-09
22530,6451,4,treatment,2024-01-09
22531,6451,5,control,2024-01-09
22532,6452,3,control,2024-01-27
22533,6452,1,treatment,2024-01-27
22534,6452,5,treatment,2024-01-27
22535,6453,2,treatment,2024-02-23
22536,6453,1,treatment,2024-02-23
22537,6453,4,treatment,2024-02-23
22538,6453,3,treatment,2024-02-23
22539,6454,4,control,2024-02-27
22540,6454,5,control,2024-02-27
22541,6454,2,treatment,2024-02-27
22542,6455,4,treatment,2024-01-07
22543,6455,3,treatment,2024-01-07
22544,6455,2,treatment,2024-01-07
22545,6455,1,control,2024-01-07
22546,6456,2,control,2024-02-02
22547,6456,5,treatment,2024-02-02
22548,6456,4,control,2024-02-02
22549,6456,1,treatment,2024-02-02
22550,6457,4,control,2024-02-16
22551,6457,3,treatment,2024-02-16
22552,6457,1,control,2024-02-16
22553,6458,2,control,2024-02-09
22554,6458,5,control,2024-02-09
22555,6458,3,control,2024-02-09
22556,6458,4,treatment,2024-02-09
22557,6459,4,treatment,2024-01-08
22558,6459,1,control,2024-01-08
22559,6459,2,treatment,2024-01-08
22560,6460,2,control,2024-01-19
22561,6460,1,treatment,2024-01-19
22562,6460,5,treatment,2024-01-19
22563,6461,2,control,2024-01-08
22564,6461,5,control,2024-01-08
22565,6461,1,treatment,2024-01-08
22566,6461,3,treatment,2024-01-08
22567,6462,4,treatment,2024-02-20
22568,6462,5,treatment,2024-02-20
22569,6462,2,treatment,2024-02-20
22570,6462,3,control,2024-02-20
22571,6463,3,treatment,2024-01-07
22572,6463,2,control,2024-01-07
22573,6463,4,control,2024-01-07
22574,6463,1,treatment,2024-01-07
22575,6464,1,control,2024-02-01
22576,6464,5,treatment,2024-02-01
22577,6464,2,treatment,2024-02-01
22578,6464,4,control,2024-02-01
22579,6465,3,treatment,2024-01-13
22580,6465,4,control,2024-01-13
22581,6465,1,control,2024-01-13
22582,6465,2,control,2024-01-13
22583,6466,5,treatment,2024-02-08
22584,6466,3,control,2024-02-08
22585,6466,1,control,2024-02-08
22586,6467,5,control,2024-01-13
22587,6467,4,control,2024-01-13
22588,6467,2,treatment,2024-01-13
22589,6467,3,treatment,2024-01-13
22590,6468,2,control,2024-02-19
22591,6468,5,control,2024-02-19
22592,6468,4,control,2024-02-19
22593,6469,2,treatment,2024-01-17
22594,6469,3,control,2024-01-17
22595,6469,4,treatment,2024-01-17
22596,6469,5,treatment,2024-01-17
22597,6470,4,treatment,2024-02-23
22598,6470,2,treatment,2024-02-23
22599,6470,5,control,2024-02-23
22600,6471,1,control,2024-02-03
22601,6471,5,control,2024-02-03
22602,6471,2,control,2024-02-03
22603,6471,4,treatment,2024-02-03
22604,6472,3,treatment,2024-01-13
22605,6472,1,treatment,2024-01-13
22606,6472,2,treatment,2024-01-13
22607,6472,4,control,2024-01-13
22608,6473,5,control,2024-01-23
22609,6473,4,control,2024-01-23
22610,6473,3,control,2024-01-23
22611,6473,2,control,2024-01-23
22612,6474,5,control,2024-02-15
22613,6474,2,control,2024-02-15
22614,6474,4,control,2024-02-15
22615,6475,5,treatment,2024-01-27
22616,6475,3,control,2024-01-27
22617,6475,1,treatment,2024-01-27
22618,6475,4,treatment,2024-01-27
22619,6476,4,control,2024-01-19
22620,6476,2,treatment,2024-01-19
22621,6476,5,treatment,2024-01-19
22622,6477,3,control,2024-01-11
22623,6477,1,treatment,2024-01-11
22624,6477,5,treatment,2024-01-11
22625,6477,4,treatment,2024-01-11
22626,6478,4,treatment,2024-01-03
22627,6478,2,control,2024-01-03
22628,6478,1,control,2024-01-03
22629,6478,3,treatment,2024-01-03
22630,6479,4,treatment,2024-02-05
22631,6479,1,control,2024-02-05
22632,6479,2,treatment,2024-02-05
22633,6479,3,treatment,2024-02-05
22634,6480,1,control,2024-02-01
22635,6480,3,control,2024-02-01
22636,6480,5,control,2024-02-01
22637,6480,2,control,2024-02-01
22638,6481,2,treatment,2024-02-28
22639,6481,5,control,2024-02-28
22640,6481,1,control,2024-02-28
22641,6481,3,treatment,2024-02-28
22642,6482,4,treatment,2024-01-14
22643,6482,1,treatment,2024-01-14
22644,6482,3,control,2024-01-14
22645,6482,5,control,2024-01-14
22646,6483,1,control,2024-02-14
22647,6483,3,control,2024-02-14
22648,6483,4,treatment,2024-02-14
22649,6484,2,control,2024-02-29
22650,6484,4,treatment,2024-02-29
22651,6484,1,control,2024-02-29
22652,6485,1,treatment,2024-01-31
22653,6485,3,control,2024-01-31
22654,6485,5,control,2024-01-31
22655,6485,2,treatment,2024-01-31
22656,6486,5,treatment,2024-01-22
22657,6486,1,treatment,2024-01-22
22658,6486,4,control,2024-01-22
22659,6486,2,control,2024-01-22
22660,6487,4,treatment,2024-01-16
22661,6487,2,treatment,2024-01-16
22662,6487,1,control,2024-01-16
22663,6488,5,treatment,2024-01-01
22664,6488,1,control,2024-01-01
22665,6488,2,treatment,2024-01-01
22666,6489,3,treatment,2024-01-01
22667,6489,1,control,2024-01-01
22668,6489,5,control,2024-01-01
22669,6490,3,treatment,2024-02-12
22670,6490,1,treatment,2024-02-12
22671,6490,4,treatment,2024-02-12
22672,6491,3,treatment,2024-01-06
22673,6491,1,treatment,2024-01-06
22674,6491,2,control,2024-01-06
22675,6492,5,control,2024-02-28
22676,6492,1,control,2024-02-28
22677,6492,3,control,2024-02-28
22678,6493,3,treatment,2024-01-08
22679,6493,4,control,2024-01-08
22680,6493,5,control,2024-01-08
22681,6494,3,control,2024-02-23
22682,6494,4,control,2024-02-23
22683,6494,5,control,2024-02-23
22684,6495,2,treatment,2024-02-06
22685,6495,1,control,2024-02-06
22686,6495,4,control,2024-02-06
22687,6496,1,control,2024-02-12
22688,6496,4,treatment,2024-02-12
22689,6496,3,control,2024-02-12
22690,6497,5,treatment,2024-02-01
22691,6497,3,control,2024-02-01
22692,6497,2,treatment,2024-02-01
22693,6497,1,control,2024-02-01
22694,6498,1,control,2024-01-10
22695,6498,2,treatment,2024-01-10
22696,6498,4,treatment,2024-01-10
22697,6499,4,control,2024-03-01
22698,6499,5,treatment,2024-03-01
22699,6499,2,control,2024-03-01
22700,6499,1,treatment,2024-03-01
22701,6500,2,treatment,2024-01-06
22702,6500,3,treatment,2024-01-06
22703,6500,4,treatment,2024-01-06
22704,6501,4,control,2024-02-19
22705,6501,2,control,2024-02-19
22706,6501,1,control,2024-02-19
22707,6502,3,treatment,2024-02-02
22708,6502,5,treatment,2024-02-02
22709,6502,4,treatment,2024-02-02
22710,6502,2,control,2024-02-02
22711,6503,2,treatment,2024-01-05
22712,6503,4,treatment,2024-01-05
22713,6503,1,control,2024-01-05
22714,6504,1,control,2024-02-16
22715,6504,2,treatment,2024-02-16
22716,6504,5,treatment,2024-02-16
22717,6505,3,control,2024-02-16
22718,6505,4,treatment,2024-02-16
22719,6505,2,treatment,2024-02-16
22720,6506,3,control,2024-01-07
22721,6506,4,treatment,2024-01-07
22722,6506,5,treatment,2024-01-07
22723,6506,1,control,2024-01-07
22724,6507,4,control,2024-02-27
22725,6507,3,treatment,2024-02-27
22726,6507,2,control,2024-02-27
22727,6507,1,control,2024-02-27
22728,6508,1,control,2024-01-17
22729,6508,3,treatment,2024-01-17
22730,6508,4,treatment,2024-01-17
22731,6509,1,treatment,2024-02-11
22732,6509,3,control,2024-02-11
22733,6509,5,control,2024-02-11
22734,6509,2,control,2024-02-11
22735,6510,1,treatment,2024-01-15
22736,6510,4,control,2024-01-15
22737,6510,2,control,2024-01-15
22738,6510,3,treatment,2024-01-15
22739,6511,5,control,2024-01-30
22740,6511,4,treatment,2024-01-30
22741,6511,1,control,2024-01-30
22742,6512,2,treatment,2024-01-19
22743,6512,5,control,2024-01-19
22744,6512,1,treatment,2024-01-19
22745,6512,3,control,2024-01-19
22746,6513,4,control,2024-01-17
22747,6513,2,treatment,2024-01-17
22748,6513,5,treatment,2024-01-17
22749,6514,4,control,2024-01-30
22750,6514,3,treatment,2024-01-30
22751,6514,1,control,2024-01-30
22752,6514,5,control,2024-01-30
22753,6515,1,treatment,2024-01-04
22754,6515,2,treatment,2024-01-04
22755,6515,3,treatment,2024-01-04
22756,6515,4,control,2024-01-04
22757,6516,4,treatment,2024-01-07
22758,6516,3,treatment,2024-01-07
22759,6516,2,treatment,2024-01-07
22760,6516,5,control,2024-01-07
22761,6517,5,control,2024-02-22
22762,6517,1,control,2024-02-22
22763,6517,3,control,2024-02-22
22764,6518,5,control,2024-01-12
22765,6518,2,treatment,2024-01-12
22766,6518,3,control,2024-01-12
22767,6518,1,control,2024-01-12
22768,6519,1,control,2024-02-25
22769,6519,2,treatment,2024-02-25
22770,6519,4,treatment,2024-02-25
22771,6519,3,treatment,2024-02-25
22772,6520,2,control,2024-01-03
22773,6520,4,treatment,2024-01-03
22774,6520,3,control,2024-01-03
22775,6520,5,treatment,2024-01-03
22776,6521,5,control,2024-02-24
22777,6521,2,control,2024-02-24
22778,6521,1,treatment,2024-02-24
22779,6522,5,control,2024-01-19
22780,6522,4,treatment,2024-01-19
22781,6522,2,treatment,2024-01-19
22782,6522,3,control,2024-01-19
22783,6523,2,treatment,2024-01-24
22784,6523,3,control,2024-01-24
22785,6523,4,treatment,2024-01-24
22786,6524,2,control,2024-02-21
22787,6524,4,control,2024-02-21
22788,6524,5,treatment,2024-02-21
22789,6524,1,treatment,2024-02-21
22790,6525,2,treatment,2024-02-13
22791,6525,4,treatment,2024-02-13
22792,6525,3,control,2024-02-13
22793,6526,1,control,2024-01-21
22794,6526,2,control,2024-01-21
22795,6526,4,control,2024-01-21
22796,6527,2,treatment,2024-01-28
22797,6527,3,treatment,2024-01-28
22798,6527,1,control,2024-01-28
22799,6527,4,treatment,2024-01-28
22800,6528,3,treatment,2024-02-17
22801,6528,4,control,2024-02-17
22802,6528,5,control,2024-02-17
22803,6528,1,treatment,2024-02-17
22804,6529,2,control,2024-01-08
22805,6529,1,treatment,2024-01-08
22806,6529,4,treatment,2024-01-08
22807,6530,4,treatment,2024-01-07
22808,6530,1,control,2024-01-07
22809,6530,3,control,2024-01-07
22810,6530,5,treatment,2024-01-07
22811,6531,2,control,2024-02-24
22812,6531,3,treatment,2024-02-24
22813,6531,5,control,2024-02-24
22814,6531,1,control,2024-02-24
22815,6532,4,control,2024-02-18
22816,6532,3,control,2024-02-18
22817,6532,2,treatment,2024-02-18
22818,6533,2,treatment,2024-02-26
22819,6533,3,treatment,2024-02-26
22820,6533,4,control,2024-02-26
22821,6533,1,control,2024-02-26
22822,6534,1,control,2024-01-03
22823,6534,3,treatment,2024-01-03
22824,6534,4,treatment,2024-01-03
22825,6534,5,treatment,2024-01-03
22826,6535,1,treatment,2024-01-01
22827,6535,2,treatment,2024-01-01
22828,6535,5,control,2024-01-01
22829,6536,1,control,2024-02-24
22830,6536,4,control,2024-02-24
22831,6536,3,treatment,2024-02-24
22832,6537,4,control,2024-01-09
22833,6537,1,control,2024-01-09
22834,6537,2,control,2024-01-09
22835,6537,3,treatment,2024-01-09
22836,6538,3,control,2024-02-12
22837,6538,4,control,2024-02-12
22838,6538,2,control,2024-02-12
22839,6538,1,treatment,2024-02-12
22840,6539,1,control,2024-02-11
22841,6539,5,treatment,2024-02-11
22842,6539,3,control,2024-02-11
22843,6540,3,control,2024-01-11
22844,6540,1,control,2024-01-11
22845,6540,5,control,2024-01-11
22846,6541,5,control,2024-01-22
22847,6541,3,control,2024-01-22
22848,6541,1,treatment,2024-01-22
22849,6542,5,treatment,2024-01-23
22850,6542,2,treatment,2024-01-23
22851,6542,4,treatment,2024-01-23
22852,6542,1,treatment,2024-01-23
22853,6543,5,control,2024-02-27
22854,6543,4,treatment,2024-02-27
22855,6543,2,treatment,2024-02-27
22856,6544,5,treatment,2024-01-29
22857,6544,3,control,2024-01-29
22858,6544,4,control,2024-01-29
22859,6544,1,control,2024-01-29
22860,6545,3,control,2024-02-09
22861,6545,2,control,2024-02-09
22862,6545,1,control,2024-02-09
22863,6546,2,control,2024-01-18
22864,6546,5,treatment,2024-01-18
22865,6546,3,treatment,2024-01-18
22866,6546,1,treatment,2024-01-18
22867,6547,3,control,2024-02-26
22868,6547,2,treatment,2024-02-26
22869,6547,4,treatment,2024-02-26
22870,6548,4,control,2024-02-16
22871,6548,5,control,2024-02-16
22872,6548,1,treatment,2024-02-16
22873,6548,2,treatment,2024-02-16
22874,6549,3,treatment,2024-01-06
22875,6549,5,control,2024-01-06
22876,6549,2,control,2024-01-06
22877,6549,4,control,2024-01-06
22878,6550,2,treatment,2024-01-24
22879,6550,1,control,2024-01-24
22880,6550,3,treatment,2024-01-24
22881,6551,2,treatment,2024-02-22
22882,6551,1,control,2024-02-22
22883,6551,4,control,2024-02-22
22884,6551,5,control,2024-02-22
22885,6552,4,treatment,2024-01-22
22886,6552,1,control,2024-01-22
22887,6552,5,control,2024-01-22
22888,6552,2,treatment,2024-01-22
22889,6553,5,treatment,2024-01-12
22890,6553,2,control,2024-01-12
22891,6553,3,treatment,2024-01-12
22892,6554,5,control,2024-01-08
22893,6554,4,treatment,2024-01-08
22894,6554,3,treatment,2024-01-08
22895,6554,2,treatment,2024-01-08
22896,6555,1,control,2024-01-26
22897,6555,3,control,2024-01-26
22898,6555,2,control,2024-01-26
22899,6556,5,control,2024-01-26
22900,6556,2,treatment,2024-01-26
22901,6556,4,treatment,2024-01-26
22902,6556,3,treatment,2024-01-26
22903,6557,4,treatment,2024-01-30
22904,6557,1,treatment,2024-01-30
22905,6557,2,treatment,2024-01-30
22906,6557,5,treatment,2024-01-30
22907,6558,5,control,2024-01-18
22908,6558,3,control,2024-01-18
22909,6558,1,control,2024-01-18
22910,6559,1,control,2024-02-23
22911,6559,2,control,2024-02-23
22912,6559,4,control,2024-02-23
22913,6560,4,treatment,2024-01-25
22914,6560,1,treatment,2024-01-25
22915,6560,2,control,2024-01-25
22916,6560,3,control,2024-01-25
22917,6561,4,treatment,2024-02-14
22918,6561,5,control,2024-02-14
22919,6561,3,control,2024-02-14
22920,6561,2,control,2024-02-14
22921,6562,5,control,2024-02-24
22922,6562,4,treatment,2024-02-24
22923,6562,1,control,2024-02-24
22924,6563,1,control,2024-01-31
22925,6563,2,treatment,2024-01-31
22926,6563,3,control,2024-01-31
22927,6563,4,treatment,2024-01-31
22928,6564,3,control,2024-02-21
22929,6564,2,treatment,2024-02-21
22930,6564,5,treatment,2024-02-21
22931,6564,1,treatment,2024-02-21
22932,6565,5,control,2024-01-27
22933,6565,3,treatment,2024-01-27
22934,6565,4,treatment,2024-01-27
22935,6566,2,control,2024-02-11
22936,6566,5,treatment,2024-02-11
22937,6566,3,treatment,2024-02-11
22938,6566,4,treatment,2024-02-11
22939,6567,1,control,2024-02-26
22940,6567,3,control,2024-02-26
22941,6567,2,treatment,2024-02-26
22942,6568,4,treatment,2024-02-21
22943,6568,5,treatment,2024-02-21
22944,6568,3,treatment,2024-02-21
22945,6569,2,treatment,2024-01-11
22946,6569,4,control,2024-01-11
22947,6569,3,treatment,2024-01-11
22948,6569,1,control,2024-01-11
22949,6570,3,treatment,2024-01-08
22950,6570,5,control,2024-01-08
22951,6570,4,treatment,2024-01-08
22952,6570,2,treatment,2024-01-08
22953,6571,5,treatment,2024-01-09
22954,6571,1,treatment,2024-01-09
22955,6571,3,control,2024-01-09
22956,6571,2,control,2024-01-09
22957,6572,2,treatment,2024-02-14
22958,6572,1,treatment,2024-02-14
22959,6572,4,control,2024-02-14
22960,6573,1,treatment,2024-02-16
22961,6573,5,treatment,2024-02-16
22962,6573,4,treatment,2024-02-16
22963,6574,2,treatment,2024-01-04
22964,6574,4,treatment,2024-01-04
22965,6574,3,treatment,2024-01-04
22966,6574,5,treatment,2024-01-04
22967,6575,4,control,2024-03-01
22968,6575,2,treatment,2024-03-01
22969,6575,5,control,2024-03-01
22970,6576,3,treatment,2024-02-24
22971,6576,4,treatment,2024-02-24
22972,6576,2,control,2024-02-24
22973,6577,1,treatment,2024-01-11
22974,6577,3,control,2024-01-11
22975,6577,4,control,2024-01-11
22976,6577,5,control,2024-01-11
22977,6578,4,treatment,2024-01-07
22978,6578,1,treatment,2024-01-07
22979,6578,3,treatment,2024-01-07
22980,6578,5,control,2024-01-07
22981,6579,1,control,2024-01-27
22982,6579,3,control,2024-01-27
22983,6579,4,control,2024-01-27
22984,6580,5,control,2024-02-28
22985,6580,4,treatment,2024-02-28
22986,6580,1,treatment,2024-02-28
22987,6580,2,control,2024-02-28
22988,6581,2,treatment,2024-02-07
22989,6581,4,control,2024-02-07
22990,6581,3,treatment,2024-02-07
22991,6582,5,treatment,2024-01-31
22992,6582,4,treatment,2024-01-31
22993,6582,2,treatment,2024-01-31
22994,6582,3,control,2024-01-31
22995,6583,5,treatment,2024-02-21
22996,6583,3,treatment,2024-02-21
22997,6583,4,control,2024-02-21
22998,6584,1,control,2024-02-06
22999,6584,3,treatment,2024-02-06
23000,6584,5,treatment,2024-02-06
23001,6585,1,control,2024-02-13
23002,6585,4,treatment,2024-02-13
23003,6585,5,treatment,2024-02-13
23004,6585,2,treatment,2024-02-13
23005,6586,2,control,2024-01-29
23006,6586,5,control,2024-01-29
23007,6586,4,treatment,2024-01-29
23008,6587,2,treatment,2024-01-12
23009,6587,3,control,2024-01-12
23010,6587,1,treatment,2024-01-12
23011,6588,4,control,2024-02-09
23012,6588,3,control,2024-02-09
23013,6588,5,treatment,2024-02-09
23014,6588,2,treatment,2024-02-09
23015,6589,4,treatment,2024-01-25
23016,6589,5,treatment,2024-01-25
23017,6589,1,treatment,2024-01-25
23018,6589,2,control,2024-01-25
23019,6590,4,treatment,2024-02-19
23020,6590,3,treatment,2024-02-19
23021,6590,5,control,2024-02-19
23022,6591,3,treatment,2024-01-23
23023,6591,1,treatment,2024-01-23
23024,6591,4,control,2024-01-23
23025,6591,5,control,2024-01-23
23026,6592,3,treatment,2024-02-09
23027,6592,4,control,2024-02-09
23028,6592,5,treatment,2024-02-09
23029,6593,3,treatment,2024-01-02
23030,6593,1,treatment,2024-01-02
23031,6593,2,control,2024-01-02
23032,6594,1,treatment,2024-02-25
23033,6594,2,control,2024-02-25
23034,6594,3,control,2024-02-25
23035,6594,5,control,2024-02-25
23036,6595,1,treatment,2024-02-13
23037,6595,5,treatment,2024-02-13
23038,6595,2,control,2024-02-13
23039,6595,3,treatment,2024-02-13
23040,6596,4,treatment,2024-02-26
23041,6596,5,treatment,2024-02-26
23042,6596,3,treatment,2024-02-26
23043,6596,2,control,2024-02-26
23044,6597,4,treatment,2024-02-23
23045,6597,2,treatment,2024-02-23
23046,6597,3,control,2024-02-23
23047,6597,1,control,2024-02-23
23048,6598,1,treatment,2024-02-16
23049,6598,2,control,2024-02-16
23050,6598,4,control,2024-02-16
23051,6598,5,treatment,2024-02-16
23052,6599,4,control,2024-02-27
23053,6599,5,control,2024-02-27
23054,6599,3,control,2024-02-27
23055,6599,1,treatment,2024-02-27
23056,6600,2,control,2024-01-09
23057,6600,5,treatment,2024-01-09
23058,6600,4,treatment,2024-01-09
23059,6601,4,treatment,2024-01-31
23060,6601,3,control,2024-01-31
23061,6601,5,control,2024-01-31
23062,6602,3,control,2024-02-28
23063,6602,5,control,2024-02-28
23064,6602,4,treatment,2024-02-28
23065,6603,4,control,2024-02-01
23066,6603,5,control,2024-02-01
23067,6603,1,control,2024-02-01
23068,6603,2,treatment,2024-02-01
23069,6604,4,treatment,2024-01-08
23070,6604,1,treatment,2024-01-08
23071,6604,3,control,2024-01-08
23072,6605,4,control,2024-02-26
23073,6605,2,treatment,2024-02-26
23074,6605,3,treatment,2024-02-26
23075,6606,5,treatment,2024-01-27
23076,6606,3,treatment,2024-01-27
23077,6606,2,treatment,2024-01-27
23078,6607,3,control,2024-01-29
23079,6607,4,control,2024-01-29
23080,6607,5,treatment,2024-01-29
23081,6607,1,treatment,2024-01-29
23082,6608,4,treatment,2024-01-03
23083,6608,1,control,2024-01-03
